Run,Plate,ID,first_axis_polarisation,second_axis_polarisation
RR,1,A1,0.027742659753437322,0.018767296787934155
RR,1,A2,0.013416743487970537,0.031258672603977064
RR,1,A3,0.04105738324283489,0.014838065029730315
RR,1,A4,0.05315693335537658,0.007887315334329873
RR,1,A5,0.03855521353437166,0.00655522492271763
RR,1,A6,0.008974325486954525,0.029965743982036518
RR,1,A7,0.043143950767036664,0.015593260048914785
RR,1,A8,0.06599406188059354,0.041040978460805365
RR,1,A9,0.03472698677909842,0.023342840825749413
RR,1,A10,0.03881992431571347,0.012888509133108147
RR,1,A11,0.005568492530663909,0.0270333107265323
RR,1,A12,0.04826868644122823,0.021461859352882143
RR,1,B1,0.03485560973681586,0.013738274507422413
RR,1,B2,0.033374026593379305,0.005736718156660507
RR,1,B3,0.02395371888600122,0.014926826723834613
RR,1,B4,0.0032515024370113003,0.0012585510509492204
RR,1,B5,0.0430403882562125,0.0006120876218705595
RR,1,B6,,
RR,1,B7,0.05290958685332203,0.024540094662197073
RR,1,B8,0.04182539527713021,0.004194085903764705
RR,1,B9,0.04677795715356449,0.010769830194120875
RR,1,B10,0.012083317484296799,0.028132268404750572
RR,1,B11,0.029480493121569123,0.009134026860340304
RR,1,B12,0.03206418518655914,0.008590414985315008
RR,1,C1,0.03415887070834216,0.004445134820677026
RR,1,C2,0.05010347907728816,0.003624999552432054
RR,1,C3,0.05784926932257706,0.022878139384959115
RR,1,C4,0.09246688919869508,0.005564140810210109
RR,1,C5,0.06660788591457711,0.01367181929571602
RR,1,C6,0.06337474342113346,0.04184619719984473
RR,1,C7,0.06832027989210727,0.018243106513529346
RR,1,C8,0.015446959662089577,0.0052500042307205095
RR,1,C9,0.005820957536536572,0.006986443236376036
RR,1,C10,0.051754299796155735,0.0030709430234885874
RR,1,C11,0.02933827512358671,0.02288976588804419
RR,1,C12,0.042848787170855426,0.014709347038255653
RR,1,D1,0.05649200018043918,0.026641241759255103
RR,1,D2,0.06367624506632058,0.010557469016898148
RR,1,D3,0.036029704316653775,0.0006436907225037203
RR,1,D4,0.04734874498442443,0.010125667911443556
RR,1,D5,0.04098240632375428,0.0047962943989488796
RR,1,D6,0.06931622996467997,0.006509221972460427
RR,1,D7,0.05952876802632647,0.005265473837872553
RR,1,D8,0.04181249118330578,0.022017567181719443
RR,1,D9,0.058541881134620714,0.009944486715324939
RR,1,D10,0.019068115923587283,0.012381538550442883
RR,1,D11,0.06928596060268588,0.016614992671141214
RR,1,D12,0.012458899288775423,0.02368437052029699
RR,1,E1,0.008349720539053872,0.037853041230945794
RR,1,E2,0.0468427718324752,0.005207775848839665
RR,1,E3,0.029263654206711454,0.03689923809789889
RR,1,E4,0.056489628731127596,0.009616186412782373
RR,1,E5,0.040132613820671514,0.013722894963787887
RR,1,E6,0.034537627089954635,0.022969549466063225
RR,1,E7,0.030663708695503118,0.005490742133509539
RR,1,E8,0.08039005457318252,0.04755089172972789
RR,1,E9,0.046059811253932936,0.011914807806630146
RR,1,E10,0.03359650266563011,0.016418416653586454
RR,1,E11,0.017887861510566774,0.01138014598260622
RR,1,E12,0.0428711264240253,0.005572371364652594
RR,1,F1,0.04018194963265708,0.0008491683225321916
RR,1,F2,0.07352925737943525,0.0009446881527846497
RR,1,F3,0.03892945859785782,0.012638087091658663
RR,1,F4,0.06031879094442049,0.006939205204310859
RR,1,F5,0.07043019433350096,0.07711120724114578
RR,1,F6,0.027648562373093363,0.022444969141670944
RR,1,F7,0.03174935958412594,0.02955154748629706
RR,1,F8,0.05303944175177202,0.009395061801658867
RR,1,F9,0.03173029954208149,0.01930240149766777
RR,1,F10,0.0067188556350755236,0.003341656314423027
RR,1,F11,0.009495841437179898,0.009199441342543453
RR,1,F12,0.0433295602116995,0.0004824022974582797
RR,1,G1,0.01934767270259346,0.0271760398040933
RR,1,G2,0.01973396698709824,0.02302263255252986
RR,1,G3,0.054556973813775535,0.01056484678689848
RR,1,G4,0.035301701285667474,0.009656771273715026
RR,1,G5,0.07536204473786447,0.012742371228563669
RR,1,G6,0.05877566231508064,0.01765180685027408
RR,1,G7,0.049745981546869746,0.004982748201880185
RR,1,G8,0.057837802877123944,0.02698567954591425
RR,1,G9,0.02824510324592688,0.009982532109901607
RR,1,G10,0.029999400017632707,0.01765893429062879
RR,1,G11,0.0408836176036573,0.0019084533992900726
RR,1,G12,0.005903171941977301,0.0036622006646767004
RR,1,H1,0.005583780961208597,0.010016577619322582
RR,1,H2,0.060971913428140054,0.006866732842776845
RR,1,H3,0.0030954784841856014,0.014415626533332596
RR,1,H4,0.05865088573008484,0.022811284245455764
RR,1,H5,0.0923161185556403,0.03898275648286265
RR,1,H6,0.044097847219635354,0.003669188418417487
RR,1,H7,0.0011964652816031972,0.01815227802082456
RR,1,H8,0.013632069076449364,0.0038563058527164035
RR,1,H9,0.036541369896493224,0.003354521499683382
RR,1,H10,0.02139050469074092,0.010839496459597106
RR,1,H11,0.0015106732314526523,0.010247442406608905
RR,1,H12,0.02238593380502502,0.00906365736934314
RR,4,A1,0.019146727413388003,0.013687929669438749
RR,4,A2,0.05965144101163603,0.05409020073314396
RR,4,A3,0.06111926998195857,0.002221253763848546
RR,4,A4,0.007912851836901526,0.03128817736716744
RR,4,A5,0.051546480759408174,0.005875218560953473
RR,4,A6,0.007518877655792847,0.028680850414019198
RR,4,A7,0.05800335199906497,0.002152053066499856
RR,4,A8,0.0026320275348317612,0.02704142431461853
RR,4,A9,0.041670460440509115,0.01899515057030758
RR,4,A10,0.011750505476859038,0.004538132768159544
RR,4,A11,0.02078258997489571,0.007617865044842124
RR,4,A12,0.05256812948164879,0.0027937043592056398
RR,4,B1,0.03765670725196475,0.023963452117695738
RR,4,B2,0.06084209776777647,0.018899614852385595
RR,4,B3,0.03826249056739404,0.0374191789418301
RR,4,B4,0.04453355845428735,0.0009074154443745648
RR,4,B5,0.05765387815899064,0.01478437274374839
RR,4,B6,0.06790200946328476,0.03737065632346891
RR,4,B7,0.04102005219545047,0.009965821038228047
RR,4,B8,0.052697741448312414,0.0029978975400859783
RR,4,B9,0.013574327992917648,0.028244607103548237
RR,4,B10,0.031260294698337895,0.015277769951297369
RR,4,B11,0.00394580917045737,0.018523012136302495
RR,4,B12,0.0386885460410774,0.06472675534369972
RR,4,C1,0.03046756016746489,0.007815560029516493
RR,4,C2,0.016142349602246565,0.03267700360716437
RR,4,C3,0.028521983573554312,0.010025052840724672
RR,4,C4,0.03941544429705821,0.023802937900254246
RR,4,C5,0.021525901763520323,0.010082664338549556
RR,4,C6,0.018757101957419375,0.008866737754163873
RR,4,C7,0.027269102968689733,0.005470459154491784
RR,4,C8,0.060624840981756314,0.02387330146655405
RR,4,C9,0.01761054007677482,0.01425090558902982
RR,4,C10,0.007204906538271854,0.009497271695680045
RR,4,C11,0.014541183868146517,0.0060412883591088205
RR,4,C12,0.0439322180168036,0.0017672050261184138
RR,4,D1,0.015811564101882135,0.020202001078380265
RR,4,D2,0.027320109780635343,0.02271443158688401
RR,4,D3,0.027796239831484746,0.018230649316169367
RR,4,D4,0.026316890389022345,0.011379892395141877
RR,4,D5,0.02768777782208332,0.0371146260171021
RR,4,D6,0.06569398593496517,0.033984250764987116
RR,4,D7,0.034261392602674946,0.021796147115970003
RR,4,D8,0.0303550243896313,0.10058022646799511
RR,4,D9,0.06633546549195127,0.029574395601891013
RR,4,D10,0.026436318394757734,0.01871848777037574
RR,4,D11,0.04960766709945006,0.04046148685057473
RR,4,D12,0.045071442207416046,0.0020983480229362548
RR,4,E1,0.07113193918414834,0.00457010386406355
RR,4,E2,0.02571506333545723,0.025420127745958452
RR,4,E3,0.050691969122646,0.0473034693864743
RR,4,E4,0.010567400612602796,0.0047432003643247895
RR,4,E5,0.03366471488837348,0.00967509725645641
RR,4,E6,0.02098623323750244,0.00046974909472848617
RR,4,E7,0.03661742008921602,0.020994062515061425
RR,4,E8,0.047753480554745424,0.01316211028719394
RR,4,E9,0.04604543067512799,0.010037806604199303
RR,4,E10,0.024874913894722062,0.0028126208327871843
RR,4,E11,0.07040030801601804,0.02231337018359947
RR,4,E12,0.01922011441682878,0.023667036063989476
RR,4,F1,0.024088886893464136,0.009010942499608
RR,4,F2,0.05442687268848038,0.002028864810522689
RR,4,F3,0.007072828907148818,0.013939211323108873
RR,4,F4,0.02322646209317789,0.0054845928727192215
RR,4,F5,0.04555848065509099,0.004591441225101408
RR,4,F6,0.029453076134865384,0.006310539147033789
RR,4,F7,0.04719784196673472,0.019193933458642422
RR,4,F8,0.053915054582173993,0.0028259869512247894
RR,4,F9,0.019643801057095615,0.03120474985898197
RR,4,F10,0.05184690878384745,0.006153138468368698
RR,4,F11,0.04356117658972345,0.024972932837416834
RR,4,F12,0.04660217731411608,0.03375902339683223
RR,4,G1,0.020576736755772786,0.014451200933637666
