Run,Plate,ID,area,perimeter,axis_major_length,axis_minor_length,eccentricity,feret_diameter_max,solidity,aspect_ratio
RR,1,A1,111059.25164956998,1240.8834622603376,383.2586370388876,369.7818815883623,0.26285115847570495,394.2154919259262,0.9909624333985297,0.9648363946742369
RR,1,A2,97302.50775776998,1175.7292179726583,369.71672608571765,337.4326847229176,0.40867722977038734,383.9975960327356,0.9890135218192994,0.9126789807304657
RR,1,A3,104324.49406297998,1213.6667808311113,379.84006970088944,350.35907323110393,0.38626998421829023,388.31368585849503,0.9866323539924227,0.9223857649009995
RR,1,A4,106637.44111291999,1265.317320625626,437.6704096925197,312.97759173507154,0.6990233783411184,462.086915733404,0.985470801899972,0.7150988159216667
RR,1,A5,91693.98909418998,1175.338444502335,413.70918210122676,283.3754809008631,0.728577857147023,408.4630855607028,0.9873036542687393,0.6849629961355959
RR,1,A6,106025.19042322999,1225.9981649133056,379.4644458883647,357.5848568321681,0.3346545696007382,394.1867300188199,0.9878864708782309,0.942340872001923
RR,1,A7,88012.92630555999,1134.132467566273,363.9054268293099,314.6101764201462,0.5025669511937988,373.67225010933043,0.986946940159349,0.8645382927133823
RR,1,A8,110053.95113439998,1367.6275808311111,494.62440069133675,292.5496946630631,0.8063356058586291,513.1257459616112,0.9644939056703763,0.5914582747114099
RR,1,A9,99456.72314741998,1190.6145153196908,387.9793042362257,327.72919191309825,0.5352275462650635,394.53173451646444,0.9882830103650293,0.8447079221358584
RR,1,A10,110507.47016379998,1254.5964391963994,405.6047931430351,347.9958544949061,0.5137034589990813,405.4168902562521,0.9889738212812014,0.8579678060465783
RR,1,A11,103387.22140221999,1207.7774073607877,373.98593255133846,353.107347123249,0.32945062378482365,385.7063117764344,0.9892239820640776,0.9441728054163551
RR,1,A12,126403.31214426998,1403.563867566273,472.1116869234382,347.2951528657306,0.6773936176761733,512.0049963566566,0.9817423975578256,0.735620749253028
RR,1,B1,103009.28887771998,1215.277283484079,382.9089702805338,346.86212209673783,0.42357608918197215,396.59545893316783,0.9881090487238979,0.905860528267628
RR,1,B2,90053.76193785999,1121.686628584529,350.93478850109034,327.5881376366849,0.35864777027016287,357.038710105571,0.9886316488258236,0.9334729652647904
RR,1,B3,80348.45470869998,1066.0335365434319,341.86546835276624,299.53267698775034,0.482000032842902,347.29437926481046,0.9883774988377498,0.8761711980768607
RR,1,B4,89910.14757855,1138.8495206256262,365.18466031598416,313.7818012565657,0.5115702403342883,370.13584010637226,0.9891891891891892,0.8592414615254075
RR,1,B5,107053.16688986999,1258.2082179726583,439.91439615463383,311.0729076299609,0.7070921076467841,451.66405444158374,0.9842251563585823,0.7071214544218191
RR,1,B6,,,,,,,,
RR,1,B7,93704.59012452999,1161.1202391963996,400.452227467837,299.335083952519,0.664270115101181,398.3355257644992,0.9894644424934153,0.7474926181464695
RR,1,B8,91830.04480300998,1171.4503471553026,372.0359365933127,324.61313701424916,0.4885575555057989,376.74439465136044,0.9803114661502461,0.8725316698883762
RR,1,B9,104369.84596591999,1253.7674834840789,443.15045713181286,301.01602569664874,0.7338942742985178,454.69964465894407,0.9863561682977355,0.6792637147322472
RR,1,B10,92797.55206573,1141.679752461238,351.70963856157914,337.2135327351208,0.2841363525903457,360.4205423129208,0.9898411674594856,0.9587838823930317
RR,1,B11,97839.17194255999,1188.7276940959496,373.01671941630576,334.7110238814435,0.44140422745846103,383.45590096120566,0.988016181970842,0.8973083683894847
RR,1,B12,106576.97190899999,1228.1613047078201,386.9472744899376,351.35439798308806,0.4189350317462384,396.36668683764276,0.9880176581879335,0.9080162108551687
RR,1,C1,103712.24337328998,1227.1034391963997,397.77408044264627,332.7153724152678,0.5480538232309611,410.09751694261695,0.9889009009009009,0.8364430685001379
RR,1,C2,109441.70044470999,1264.764683484079,424.37821428935786,331.37199214027834,0.6247295635653707,436.27328360637665,0.9877882385045709,0.7808411953831724
RR,1,C3,121218.07790812998,1373.6314092009845,510.9186970378088,303.7271599680844,0.8041158762206947,510.40071428030933,0.9881693265142646,0.5944725877698855
RR,1,C4,105261.76672373999,1338.4096232785937,519.3193613801913,262.21140963329435,0.8631698870735336,522.2946449889181,0.9771945828362922,0.504913602559352
RR,1,C5,99131.70117634999,1221.8811577671731,415.86725117987464,307.0312230868572,0.6744818606043393,431.21962003657717,0.9866837195305447,0.7382914192347819
RR,1,C6,106614.76516144998,1286.8735383836288,472.6232085044732,290.10985365469674,0.789438978699068,476.7400356418684,0.9847109745881039,0.6138290469752734
RR,1,C7,100802.16293463999,1237.824320625626,427.5933619835597,303.97318281566464,0.7033000496850058,441.0291975132372,0.9865364698919958,0.7108931284750672
RR,1,C8,85639.51005169998,1115.2446179726583,364.473800140084,300.3538251631292,0.5664803970527881,370.73777863897277,0.9865900383141762,0.8240752148650726
RR,1,C9,83311.44570078,1102.6369153196908,336.88624794382224,316.517865183122,0.3424411310575729,350.74862134474597,0.9875459188244781,0.9395392869699544
RR,1,C10,100197.47089543998,1205.8905861370465,400.75283726704953,320.41809100155115,0.6006122876454489,418.76089999903286,0.9879266656729766,0.7995404179460226
RR,1,C11,94006.93614412998,1165.122791442982,371.9741959643102,323.8338828601249,0.4920240993604448,377.64615375417236,0.9852649924740553,0.8705815789738163
RR,1,C12,108474.19318198999,1259.2660834840788,420.6151064322815,329.59527014829916,0.6212618592573507,438.94191072407284,0.9868656305872645,0.7836030259207144
RR,1,D1,111550.56393141998,1301.7588357306613,470.96164745097263,302.6902090571997,0.7661123221434318,473.84566348701554,0.9854433760683761,0.6427067059398078
RR,1,D2,113084.96998088999,1341.1924463425319,506.597597591247,286.68447586049894,0.8244726736539729,507.4376686769913,0.9870686811374283,0.565901767445437
RR,1,D3,95616.92869849999,1154.0111365434318,377.45630149687275,323.37982117920944,0.515757755719643,391.2225885247553,0.9905254091300603,0.8567344614377531
RR,1,D4,104876.27554874998,1239.8255967489172,425.0124387009427,316.56153208715034,0.6672555452813822,434.09348845116295,0.9886703719538265,0.7448288644321227
RR,1,D5,96047.77177642999,1207.7774073607877,419.73726256234636,293.81615588992275,0.714142674490613,418.41780871442364,0.9835900611502438,0.7000001717652606
RR,1,D6,116546.83190530998,1347.5200020548523,496.8603095003127,299.5960701026201,0.797757458498078,497.6233,0.9831664860039533,0.6029784717638661
RR,1,D7,107317.71965701999,1274.7040179726584,458.6833105223873,299.62265452409974,0.7571652649148494,461.57136253361733,0.9862461794943039,0.6532233627224504
RR,1,D8,80469.39311653998,1069.5308604201407,336.0942533150324,307.2494415780544,0.40531650778654815,342.20779073768904,0.9888537989968419,0.914176420892443
RR,1,D9,94226.13700833998,1225.9981649133056,452.77040672038146,266.19708894728774,0.808912156402275,466.4582650196478,0.9849095362250139,0.5879295223278224
RR,1,D10,98602.59564204999,1226.1126198128554,400.1019303526703,319.09593858612385,0.6032705447272837,420.2204097225407,0.9743800418285031,0.7975366134946072
RR,1,D11,110915.63729025998,1274.1513808311113,431.060936912861,329.01311948310826,0.6460872136919004,435.8225879451523,0.9851628063108425,0.7632635929374836
RR,1,D12,107249.69180260999,1230.1625808311112,399.86857463502446,342.6815862584103,0.5153404551144953,402.28187504646536,0.9885738173204208,0.8569855397393732
RR,1,E1,119781.93431502998,1320.9230038950493,438.70726256420113,351.3715668060874,0.5987648266865491,450.8349051217086,0.9880907843870806,0.8009248918113525
RR,1,E2,98859.58975870999,1197.1709808311111,373.89284423444354,341.1775072099375,0.4090749929802338,381.0533767241802,0.9855323638007686,0.9125007671877443
RR,1,E3,92676.61365788999,1169.839844502335,379.63814210624224,315.4766075970709,0.556282994327607,402.1221331045706,0.9883917775090689,0.8309929182742243
RR,1,E4,107332.83695799999,1293.8681861370467,471.8722963071252,294.24358567417585,0.7817705999294471,474.36381089549815,0.981544204050598,0.6235661385017249
RR,1,E5,100628.31397336998,1204.832720625626,404.90426044659455,318.3698038528071,0.617865057483863,412.6240447274613,0.9881243969420322,0.7862841539421118
RR,1,E6,84913.87960465999,1092.859444502335,363.17500091417367,299.1930933115411,0.5668424261272449,367.9134585400756,0.9891696750902527,0.8238262340701338
RR,1,E7,93462.71330884998,1161.511012666723,375.77696435512286,319.30741055286626,0.5272247472741888,384.3222465914379,0.9862019460839049,0.8497258768930529
RR,1,E8,101172.53680864998,1311.1455330776935,500.6063632554821,262.12157205824815,0.8519592153342324,505.6470226103778,0.9797247840726102,0.5236081506308693
RR,1,E9,102374.36223655999,1230.324444502335,376.34501901950597,353.59043707375076,0.3424447306044888,400.77590111245456,0.9791079303115737,0.9395379750075135
RR,1,E10,89570.00830649999,1180.9514994018848,416.83315023102966,278.3167189780972,0.7444364321745618,431.35106405553233,0.9769972792480831,0.6676933416256365
RR,1,E11,99547.42695329999,1192.6157914429818,390.89724408259025,325.6750787835693,0.5530507845294859,404.8291737562647,0.988590301756493,0.8331475437948072
RR,1,E12,109320.76203686999,1258.8753100137556,409.8544918407297,340.83923102931954,0.5553595697033196,415.47190186597453,0.9873702894593118,0.8316103344349105
RR,1,F1,97476.35671903999,1177.0634020548525,397.63101388808764,312.8089380725591,0.6173591450876406,405.8920374681425,0.9898679766656432,0.7866814386882772
RR,1,F2,100779.48698316999,1228.0468498082703,426.6027803840839,302.681989168215,0.7046881672277894,421.0829172436469,0.9855854523950325,0.7095171505813931
RR,1,F3,100257.94009935998,1198.7814834840788,406.5659356653516,314.66544653231597,0.6332354664003258,416.62555112758025,0.9885228797138172,0.7739592005349907
RR,1,F4,110250.47604713998,1274.1513808311113,436.4699655006686,324.2225088056628,0.6694812993494833,441.8168725889155,0.9869409296975438,0.7428289101948898
RR,1,F5,102230.74787724999,1259.5424020548526,443.69714566806516,301.07672861829013,0.7345416615476441,440.7891909353608,0.9568447117085249,0.6785635913094852
RR,1,F6,83190.50729293999,1111.0802020548524,346.7375613172154,308.8864469508557,0.45432419832326376,374.2483047118584,0.9797044685775325,0.8908364175413597
RR,1,F7,105254.20807324999,1308.7534834840787,454.76692557087244,304.76172284575375,0.7422263515514342,465.6148766461183,0.962069918474506,0.6701492692398068
RR,1,F8,96765.84357297998,1187.2790551142054,386.9031108233419,320.0130743210529,0.562033829979958,398.3734751311136,0.9879611051088131,0.8271142448042227
RR,1,F9,86894.24603303999,1122.468175525176,389.6177107310785,284.91051262790205,0.682102500964478,385.8826436275672,0.9872895912057712,0.7312565747930095
RR,1,F10,91950.98321084998,1162.8451967489173,355.72720884730074,336.0447687379102,0.32802267606606866,368.8777929355195,0.9819194446686577,0.9446698491994201
RR,1,F11,105511.20218990998,1246.1531524612378,388.19686455988904,350.2720105678379,0.43109802494516597,407.50895850925775,0.9821290367972982,0.9023050996688299
RR,1,F12,96508.84945632,1169.9542994018848,364.32454366100916,338.431796915382,0.3702567788342942,368.12911408255934,0.9882352941176471,0.9289294471203142
RR,1,G1,105292.00132569998,1222.66270470782,380.0509031920001,355.46820057034284,0.35380993469851973,392.34158233464115,0.9886444286728177,0.9353173419265941
RR,1,G2,87755.93218889998,1112.4143861370464,343.6246022496828,326.55191275488266,0.3112872430708647,353.8168585799438,0.9890952462088942,0.9503158697513897
RR,1,G3,101013.80514835998,1223.6061153196908,413.8738662012878,311.5551984319762,0.6582743156988314,426.49610085187174,0.9858365299498377,0.7527781381597337
RR,1,G4,95632.04599947999,1181.0659543014347,396.7576221325781,308.9611611683361,0.6273776810396909,403.6324474834252,0.9893650297153581,0.7787151246336876
RR,1,G5,102449.94874145999,1256.2069418493672,418.6905426026946,319.5179557886167,0.6462375508174627,439.888,0.9795475897954758,0.7631363101788876
RR,1,G6,95873.92281515998,1213.1141436895641,398.3420299454909,314.20839236850867,0.6146621941071119,398.8854382081401,0.9787792267921908,0.7887904583192111
RR,1,G7,94362.19271715998,1154.678228584529,376.64086606802647,319.55315765184446,0.5293086736316097,382.3899759787774,0.9889883545908262,0.8484293300083078
RR,1,G8,102918.58507183999,1262.0963153196908,454.25645881357235,292.1050654477138,0.7658326060973002,455.0901267067876,0.98360182041465,0.6430399827679594
RR,1,G9,95337.25863036998,1183.2290940959497,398.7611962445882,305.4127316608145,0.6429551361104774,410.97207350262863,0.985390625,0.7659038405368898
RR,1,G10,84278.95296349999,1089.9147577671731,346.7946971452384,310.37779120522833,0.44608617219433094,354.8621100700947,0.9880372175454143,0.8949900150152568
RR,1,G11,103009.28887771998,1220.661428584529,404.3779060920363,326.9264149411161,0.5885407554977532,415.61741980813315,0.987894164552374,0.8084675498238217
RR,1,G12,114422.85111761998,1270.148828584529,394.0304135484882,372.7293548283379,0.3243399975334505,414.13256285650857,0.9887655127367734,0.9459405721291382
RR,1,H1,104649.51603404999,1214.3338728722083,381.0137710524906,350.5599351274417,0.39175033182014285,391.36746610999745,0.9894232830701065,0.9200715610857712
RR,1,H2,104218.67295611999,1236.7190463425318,416.31860331689467,320.0293272364679,0.6395944377209006,425.6711988686573,0.9822611669160077,0.7687125309480034
RR,1,H3,101799.90479931998,1198.2288463425318,373.07337407577495,348.72948225258693,0.35531214133691497,385.7063117764344,0.9893484169543818,0.9347477104644741
RR,1,H4,115465.94488523998,1340.3634906302111,453.74744182672566,333.07909614870965,0.6790816410366104,461.44033666694116,0.9771011897147244,0.7340627526356477
RR,1,H5,100424.23041013998,1277.5342498082703,467.4267518751261,277.9958464949569,0.8039205502253118,455.2893926260088,0.9791436362296411,0.594736705547448
RR,1,H6,103931.44423749998,1214.8865100137552,385.8169779208503,344.7800291853636,0.44879203473437757,392.0814120378827,0.9887818207967783,0.8936362288755852
RR,1,H7,109864.98487214999,1261.6581330776935,406.7270784818856,345.3684024984696,0.5281671573225913,423.50822598529294,0.9824929025280519,0.8491404206170927
RR,1,H8,97627.52972883999,1202.831444502335,367.32631743581015,345.4388998666173,0.3400309633875402,390.4586794826054,0.9745717950652683,0.9404142406076916
RR,1,H9,95019.79530978999,1168.3437967489172,398.1510248983467,304.35380724743703,0.6447209725332609,403.18275935106647,0.9888303311570833,0.764417992708025
RR,1,H10,98262.45636999999,1177.0634020548525,378.5828731285601,330.7902072882333,0.4863590672666564,386.6360442854882,0.9890444309190505,0.8737590386871588
RR,1,H11,101799.90479931998,1210.8365489954995,366.2348981429454,355.8180743554938,0.23680586996230135,389.82902419067,0.9813465461964442,0.9715569874955342
RR,1,H12,111868.02725199999,1251.7662073607878,381.1955828030575,374.8967053921453,0.1810385751253248,394.7998629106778,0.9891064626077658,0.9834759958009103
RR,4,A1,102616.23905223998,1215.6680569544023,372.33407703130246,352.81677408929374,0.3195150329789338,386.17635112432765,0.9826288361320209,0.9475812069160463
RR,4,A2,104641.95738355999,1311.8126251187907,494.77694840856304,273.41351656115216,0.8334469046549938,488.6102493057733,0.9781671730375185,0.5525995449880587
RR,4,A3,94498.24842597998,1163.7886073607876,382.8826466021944,315.1468154476218,0.5679111894345659,390.0616306600919,0.9867403314917127,0.823089837693928
RR,4,A4,92986.51832797998,1162.17810470782,356.8295237153345,335.27951474702394,0.34225532020359034,374.72263095886,0.9809425085718843,0.9396069900720928
RR,4,A5,90182.25899619,1171.8411206256262,409.34460264075915,284.86519184694055,0.7181332940724754,416.679975227152,0.9855443581695027,0.6959055768885715
RR,4,A6,91142.20760841998,1149.8467206256262,382.3583654148083,306.42495222229445,0.598118416045094,387.7390336890265,0.9896585686145765,0.8014077366657424
RR,4,A7,98383.39477783999,1187.5079649133054,406.8004122296225,308.8285719959363,0.6508984081590715,405.8268541220627,0.9899604502585945,0.7591648452450804
RR,4,A8,90854.97888979998,1185.2303702192407,394.65596092375114,298.58761914366926,0.6539046242813138,414.4974374320063,0.9808241534067728,0.7565769903608712
RR,4,A9,84165.57320614999,1101.026412666723,360.2304529318807,299.73028663703855,0.554698396349808,368.07777898531174,0.9860963513992207,0.8320514942519791
