,Accuracy,Classifier,Feature Set
195,0.7905982905982906,XG Boost,72h & 96h All Features
196,0.6965811965811965,XG Boost,72h & 96h All Features
197,0.811965811965812,XG Boost,72h & 96h All Features
198,0.6196581196581197,XG Boost,72h & 96h All Features
199,0.7017543859649122,XG Boost,72h & 96h All Features
200,0.7813765182186234,SVC,72h & 96h Selected Featurs
201,0.7024291497975709,SVC,72h & 96h Selected Featurs
202,0.6474358974358975,SVC,72h & 96h Selected Featurs
203,0.5918803418803419,SVC,72h & 96h Selected Featurs
204,0.6752136752136753,SVC,72h & 96h Selected Featurs
205,0.6474358974358975,SVC,72h & 96h Selected Featurs
206,0.6196581196581197,SVC,72h & 96h Selected Featurs
207,0.8888888888888888,SVC,72h & 96h Selected Featurs
208,0.7521367521367521,SVC,72h & 96h Selected Featurs
209,0.6337719298245614,SVC,72h & 96h Selected Featurs
210,0.7672064777327935,RF,72h & 96h Selected Featurs
211,0.714574898785425,RF,72h & 96h Selected Featurs
212,0.6752136752136753,RF,72h & 96h Selected Featurs
213,0.6965811965811965,RF,72h & 96h Selected Featurs
214,0.7136752136752136,RF,72h & 96h Selected Featurs
215,0.7350427350427351,RF,72h & 96h Selected Featurs
216,0.7521367521367521,RF,72h & 96h Selected Featurs
217,0.8226495726495726,RF,72h & 96h Selected Featurs
218,0.7350427350427351,RF,72h & 96h Selected Featurs
219,0.6754385964912281,RF,72h & 96h Selected Featurs
220,0.7672064777327935,LDA,72h & 96h Selected Featurs
221,0.7267206477732794,LDA,72h & 96h Selected Featurs
222,0.6581196581196581,LDA,72h & 96h Selected Featurs
223,0.5918803418803419,LDA,72h & 96h Selected Featurs
224,0.7414529914529915,LDA,72h & 96h Selected Featurs
225,0.6752136752136753,LDA,72h & 96h Selected Featurs
226,0.6965811965811965,LDA,72h & 96h Selected Featurs
227,0.7072649572649572,LDA,72h & 96h Selected Featurs
228,0.7243589743589745,LDA,72h & 96h Selected Featurs
229,0.6228070175438596,LDA,72h & 96h Selected Featurs
230,0.7935222672064777,XG Boost,72h & 96h Selected Featurs
231,0.7024291497975709,XG Boost,72h & 96h Selected Featurs
232,0.7029914529914529,XG Boost,72h & 96h Selected Featurs
233,0.6474358974358975,XG Boost,72h & 96h Selected Featurs
234,0.6474358974358975,XG Boost,72h & 96h Selected Featurs
235,0.6581196581196581,XG Boost,72h & 96h Selected Featurs
236,0.6858974358974359,XG Boost,72h & 96h Selected Featurs
237,0.811965811965812,XG Boost,72h & 96h Selected Featurs
238,0.8012820512820513,XG Boost,72h & 96h Selected Featurs
239,0.6228070175438596,XG Boost,72h & 96h Selected Featurs
