,original_names,plot_names
53,096h_str_CH_AreaShape_Bra_MajorAxis_Polarisation,096h str Major Axis Polarisation
54,096h_str_CH_AreaShape_Bra_MinorAxis_Polarisation,096h str Minor Axis Polarisation
0,072h_raw_CH__bf_mask_Intensity_IntegratedIntensity,072h  Integrated Intensity
1,072h_raw_CH__bf_mask_Intensity_IntegratedIntensityEdge,072h  Integrated Intensity Edge
2,072h_raw_CH__bf_mask_Intensity_LowerQuartileIntensity,072h  Lower Quartile Intensity
3,072h_raw_CH__bf_mask_Intensity_MADIntensity,072h  M AD Intensity
4,072h_raw_CH__bf_mask_Intensity_MassDisplacement,072h  Mass Displacement
5,072h_raw_CH__bf_mask_Intensity_MaxIntensity,072h  Max Intensity
6,072h_raw_CH__bf_mask_Intensity_MaxIntensityEdge,072h  Max Intensity Edge
7,072h_raw_CH__bf_mask_Intensity_MeanIntensity,072h  Mean Intensity
8,072h_raw_CH__bf_mask_Intensity_MeanIntensityEdge,072h  Mean Intensity Edge
9,072h_raw_CH__bf_mask_Intensity_MedianIntensity,072h  Median Intensity
10,072h_raw_CH__bf_mask_Intensity_MinIntensity,072h  Min Intensity
11,072h_raw_CH__bf_mask_Intensity_MinIntensityEdge,072h  Min Intensity Edge
12,072h_raw_CH__bf_mask_Intensity_StdIntensity,072h  Std Intensity
13,072h_raw_CH__bf_mask_Intensity_StdIntensityEdge,072h  Std Intensity Edge
14,072h_raw_CH__bf_mask_Intensity_UpperQuartileIntensity,072h  Upper Quartile Intensity
15,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_1of9,072h  Radial Distribution Sum 1of9
16,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_2of9,072h  Radial Distribution Sum 2of9
17,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_3of9,072h  Radial Distribution Sum 3of9
18,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_4of9,072h  Radial Distribution Sum 4of9
19,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_5of9,072h  Radial Distribution Sum 5of9
20,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_6of9,072h  Radial Distribution Sum 6of9
21,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_7of9,072h  Radial Distribution Sum 7of9
22,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_8of9,072h  Radial Distribution Sum 8of9
23,072h_raw_CH__bf_mask_RadialDistribution_FracAtD_9of9,072h  Radial Distribution Sum 9of9
24,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_1of9,072h  Radial Distribution Mean 1of9
25,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_2of9,072h  Radial Distribution Mean 2of9
26,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_3of9,072h  Radial Distribution Mean 3of9
27,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_4of9,072h  Radial Distribution Mean 4of9
28,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_5of9,072h  Radial Distribution Mean 5of9
29,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_6of9,072h  Radial Distribution Mean 6of9
30,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_7of9,072h  Radial Distribution Mean 7of9
31,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_8of9,072h  Radial Distribution Mean 8of9
32,072h_raw_CH__bf_mask_RadialDistribution_MeanFrac_9of9,072h  Radial Distribution Mean 9of9
33,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_1of9,072h  Radial Distribution Radial CV 1of9
34,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_2of9,072h  Radial Distribution Radial CV 2of9
35,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_3of9,072h  Radial Distribution Radial CV 3of9
36,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_4of9,072h  Radial Distribution Radial CV 4of9
37,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_5of9,072h  Radial Distribution Radial CV 5of9
38,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_6of9,072h  Radial Distribution Radial CV 6of9
39,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_7of9,072h  Radial Distribution Radial CV 7of9
40,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_8of9,072h  Radial Distribution Radial CV 8of9
41,072h_raw_CH__bf_mask_RadialDistribution_RadialCV_9of9,072h  Radial Distribution Radial CV 9of9
42,096h_raw_CH__bf_mask_Intensity_IntegratedIntensity,096h  Integrated Intensity
43,096h_raw_CH__bf_mask_Intensity_IntegratedIntensityEdge,096h  Integrated Intensity Edge
44,096h_raw_CH__bf_mask_Intensity_LowerQuartileIntensity,096h  Lower Quartile Intensity
45,096h_raw_CH__bf_mask_Intensity_MADIntensity,096h  M AD Intensity
46,096h_raw_CH__bf_mask_Intensity_MassDisplacement,096h  Mass Displacement
47,096h_raw_CH__bf_mask_Intensity_MaxIntensity,096h  Max Intensity
48,096h_raw_CH__bf_mask_Intensity_MaxIntensityEdge,096h  Max Intensity Edge
49,096h_raw_CH__bf_mask_Intensity_MeanIntensity,096h  Mean Intensity
50,096h_raw_CH__bf_mask_Intensity_MeanIntensityEdge,096h  Mean Intensity Edge
51,096h_raw_CH__bf_mask_Intensity_MedianIntensity,096h  Median Intensity
52,096h_raw_CH__bf_mask_Intensity_MinIntensity,096h  Min Intensity
53,096h_raw_CH__bf_mask_Intensity_MinIntensityEdge,096h  Min Intensity Edge
54,096h_raw_CH__bf_mask_Intensity_StdIntensity,096h  Std Intensity
55,096h_raw_CH__bf_mask_Intensity_StdIntensityEdge,096h  Std Intensity Edge
56,096h_raw_CH__bf_mask_Intensity_UpperQuartileIntensity,096h  Upper Quartile Intensity
57,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_1of9,096h  Radial Distribution Sum 1of9
58,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_2of9,096h  Radial Distribution Sum 2of9
59,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_3of9,096h  Radial Distribution Sum 3of9
60,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_4of9,096h  Radial Distribution Sum 4of9
61,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_5of9,096h  Radial Distribution Sum 5of9
62,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_6of9,096h  Radial Distribution Sum 6of9
63,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_7of9,096h  Radial Distribution Sum 7of9
64,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_8of9,096h  Radial Distribution Sum 8of9
65,096h_raw_CH__bf_mask_RadialDistribution_FracAtD_9of9,096h  Radial Distribution Sum 9of9
66,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_1of9,096h  Radial Distribution Mean 1of9
67,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_2of9,096h  Radial Distribution Mean 2of9
68,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_3of9,096h  Radial Distribution Mean 3of9
69,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_4of9,096h  Radial Distribution Mean 4of9
70,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_5of9,096h  Radial Distribution Mean 5of9
71,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_6of9,096h  Radial Distribution Mean 6of9
72,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_7of9,096h  Radial Distribution Mean 7of9
73,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_8of9,096h  Radial Distribution Mean 8of9
74,096h_raw_CH__bf_mask_RadialDistribution_MeanFrac_9of9,096h  Radial Distribution Mean 9of9
75,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_1of9,096h  Radial Distribution Radial CV 1of9
76,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_2of9,096h  Radial Distribution Radial CV 2of9
77,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_3of9,096h  Radial Distribution Radial CV 3of9
78,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_4of9,096h  Radial Distribution Radial CV 4of9
79,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_5of9,096h  Radial Distribution Radial CV 5of9
80,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_6of9,096h  Radial Distribution Radial CV 6of9
81,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_7of9,096h  Radial Distribution Radial CV 7of9
82,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_8of9,096h  Radial Distribution Radial CV 8of9
83,096h_raw_CH__bf_mask_RadialDistribution_RadialCV_9of9,096h  Radial Distribution Radial CV 9of9
0,072h_raw_CH_bra_mask_Intensity_IntegratedIntensity,072h BRA Region Integrated Intensity
1,072h_raw_CH_bra_mask_Intensity_IntegratedIntensityEdge,072h BRA Region Integrated Intensity Edge
2,072h_raw_CH_bra_mask_Intensity_LowerQuartileIntensity,072h BRA Region Lower Quartile Intensity
3,072h_raw_CH_bra_mask_Intensity_MADIntensity,072h BRA Region M AD Intensity
4,072h_raw_CH_bra_mask_Intensity_MassDisplacement,072h BRA Region Mass Displacement
5,072h_raw_CH_bra_mask_Intensity_MaxIntensity,072h BRA Region Max Intensity
6,072h_raw_CH_bra_mask_Intensity_MaxIntensityEdge,072h BRA Region Max Intensity Edge
7,072h_raw_CH_bra_mask_Intensity_MeanIntensity,072h BRA Region Mean Intensity
8,072h_raw_CH_bra_mask_Intensity_MeanIntensityEdge,072h BRA Region Mean Intensity Edge
9,072h_raw_CH_bra_mask_Intensity_MedianIntensity,072h BRA Region Median Intensity
10,072h_raw_CH_bra_mask_Intensity_MinIntensity,072h BRA Region Min Intensity
11,072h_raw_CH_bra_mask_Intensity_MinIntensityEdge,072h BRA Region Min Intensity Edge
12,072h_raw_CH_bra_mask_Intensity_StdIntensity,072h BRA Region Std Intensity
13,072h_raw_CH_bra_mask_Intensity_StdIntensityEdge,072h BRA Region Std Intensity Edge
14,072h_raw_CH_bra_mask_Intensity_UpperQuartileIntensity,072h BRA Region Upper Quartile Intensity
15,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_1of9,072h BRA Region Radial Distribution Sum 1of9
16,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_2of9,072h BRA Region Radial Distribution Sum 2of9
17,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_3of9,072h BRA Region Radial Distribution Sum 3of9
18,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_4of9,072h BRA Region Radial Distribution Sum 4of9
19,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_5of9,072h BRA Region Radial Distribution Sum 5of9
20,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_6of9,072h BRA Region Radial Distribution Sum 6of9
21,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_7of9,072h BRA Region Radial Distribution Sum 7of9
22,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_8of9,072h BRA Region Radial Distribution Sum 8of9
23,072h_raw_CH_bra_mask_RadialDistribution_FracAtD_9of9,072h BRA Region Radial Distribution Sum 9of9
24,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_1of9,072h BRA Region Radial Distribution Mean 1of9
25,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_2of9,072h BRA Region Radial Distribution Mean 2of9
26,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_3of9,072h BRA Region Radial Distribution Mean 3of9
27,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_4of9,072h BRA Region Radial Distribution Mean 4of9
28,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_5of9,072h BRA Region Radial Distribution Mean 5of9
29,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_6of9,072h BRA Region Radial Distribution Mean 6of9
30,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_7of9,072h BRA Region Radial Distribution Mean 7of9
31,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_8of9,072h BRA Region Radial Distribution Mean 8of9
32,072h_raw_CH_bra_mask_RadialDistribution_MeanFrac_9of9,072h BRA Region Radial Distribution Mean 9of9
33,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_1of9,072h BRA Region Radial Distribution Radial CV 1of9
34,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_2of9,072h BRA Region Radial Distribution Radial CV 2of9
35,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_3of9,072h BRA Region Radial Distribution Radial CV 3of9
36,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_4of9,072h BRA Region Radial Distribution Radial CV 4of9
37,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_5of9,072h BRA Region Radial Distribution Radial CV 5of9
38,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_6of9,072h BRA Region Radial Distribution Radial CV 6of9
39,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_7of9,072h BRA Region Radial Distribution Radial CV 7of9
40,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_8of9,072h BRA Region Radial Distribution Radial CV 8of9
41,072h_raw_CH_bra_mask_RadialDistribution_RadialCV_9of9,072h BRA Region Radial Distribution Radial CV 9of9
42,096h_raw_CH_bra_mask_Intensity_IntegratedIntensity,096h BRA Region Integrated Intensity
43,096h_raw_CH_bra_mask_Intensity_IntegratedIntensityEdge,096h BRA Region Integrated Intensity Edge
44,096h_raw_CH_bra_mask_Intensity_LowerQuartileIntensity,096h BRA Region Lower Quartile Intensity
45,096h_raw_CH_bra_mask_Intensity_MADIntensity,096h BRA Region M AD Intensity
46,096h_raw_CH_bra_mask_Intensity_MassDisplacement,096h BRA Region Mass Displacement
47,096h_raw_CH_bra_mask_Intensity_MaxIntensity,096h BRA Region Max Intensity
48,096h_raw_CH_bra_mask_Intensity_MaxIntensityEdge,096h BRA Region Max Intensity Edge
49,096h_raw_CH_bra_mask_Intensity_MeanIntensity,096h BRA Region Mean Intensity
50,096h_raw_CH_bra_mask_Intensity_MeanIntensityEdge,096h BRA Region Mean Intensity Edge
51,096h_raw_CH_bra_mask_Intensity_MedianIntensity,096h BRA Region Median Intensity
52,096h_raw_CH_bra_mask_Intensity_MinIntensity,096h BRA Region Min Intensity
53,096h_raw_CH_bra_mask_Intensity_MinIntensityEdge,096h BRA Region Min Intensity Edge
54,096h_raw_CH_bra_mask_Intensity_StdIntensity,096h BRA Region Std Intensity
55,096h_raw_CH_bra_mask_Intensity_StdIntensityEdge,096h BRA Region Std Intensity Edge
56,096h_raw_CH_bra_mask_Intensity_UpperQuartileIntensity,096h BRA Region Upper Quartile Intensity
57,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_1of9,096h BRA Region Radial Distribution Sum 1of9
58,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_2of9,096h BRA Region Radial Distribution Sum 2of9
59,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_3of9,096h BRA Region Radial Distribution Sum 3of9
60,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_4of9,096h BRA Region Radial Distribution Sum 4of9
61,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_5of9,096h BRA Region Radial Distribution Sum 5of9
62,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_6of9,096h BRA Region Radial Distribution Sum 6of9
63,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_7of9,096h BRA Region Radial Distribution Sum 7of9
64,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_8of9,096h BRA Region Radial Distribution Sum 8of9
65,096h_raw_CH_bra_mask_RadialDistribution_FracAtD_9of9,096h BRA Region Radial Distribution Sum 9of9
66,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_1of9,096h BRA Region Radial Distribution Mean 1of9
67,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_2of9,096h BRA Region Radial Distribution Mean 2of9
68,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_3of9,096h BRA Region Radial Distribution Mean 3of9
69,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_4of9,096h BRA Region Radial Distribution Mean 4of9
70,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_5of9,096h BRA Region Radial Distribution Mean 5of9
71,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_6of9,096h BRA Region Radial Distribution Mean 6of9
72,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_7of9,096h BRA Region Radial Distribution Mean 7of9
73,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_8of9,096h BRA Region Radial Distribution Mean 8of9
74,096h_raw_CH_bra_mask_RadialDistribution_MeanFrac_9of9,096h BRA Region Radial Distribution Mean 9of9
75,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_1of9,096h BRA Region Radial Distribution Radial CV 1of9
76,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_2of9,096h BRA Region Radial Distribution Radial CV 2of9
77,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_3of9,096h BRA Region Radial Distribution Radial CV 3of9
78,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_4of9,096h BRA Region Radial Distribution Radial CV 4of9
79,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_5of9,096h BRA Region Radial Distribution Radial CV 5of9
80,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_6of9,096h BRA Region Radial Distribution Radial CV 6of9
81,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_7of9,096h BRA Region Radial Distribution Radial CV 7of9
82,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_8of9,096h BRA Region Radial Distribution Radial CV 8of9
83,096h_raw_CH_bra_mask_RadialDistribution_RadialCV_9of9,096h BRA Region Radial Distribution Radial CV 9of9
