,Accuracy,Classifier,Feature Set
328,0.7614285714285715,SVC,alltp_both
329,0.7971428571428572,SVC,alltp_both
330,0.7472527472527473,RF,alltp_both
331,0.7087912087912087,RF,alltp_both
332,0.6538461538461539,RF,alltp_both
333,0.6153846153846154,RF,alltp_both
334,0.6730769230769231,RF,alltp_both
335,0.8653846153846154,RF,alltp_both
336,0.8928571428571428,RF,alltp_both
337,0.7057142857142857,RF,alltp_both
338,0.7771428571428571,RF,alltp_both
339,0.7771428571428571,RF,alltp_both
340,0.40934065934065933,LDA,alltp_both
341,0.3516483516483516,LDA,alltp_both
342,0.5961538461538461,LDA,alltp_both
343,0.6153846153846154,LDA,alltp_both
344,0.5576923076923077,LDA,alltp_both
345,0.5769230769230769,LDA,alltp_both
346,0.4857142857142857,LDA,alltp_both
347,0.53,LDA,alltp_both
348,0.6657142857142857,LDA,alltp_both
349,0.55,LDA,alltp_both
350,0.7115384615384616,XG Boost,alltp_both
351,0.760989010989011,XG Boost,alltp_both
352,0.6346153846153846,XG Boost,alltp_both
353,0.7115384615384615,XG Boost,alltp_both
354,0.8076923076923077,XG Boost,alltp_both
355,0.8461538461538463,XG Boost,alltp_both
356,0.8014285714285714,XG Boost,alltp_both
357,0.6699999999999999,XG Boost,alltp_both
358,0.7414285714285714,XG Boost,alltp_both
359,0.7328571428571429,XG Boost,alltp_both
