Run,Plate,ID,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_0_0,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_1_1,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_2_0,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_2_2,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_3_1,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_3_3,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_4_0,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_4_2,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_4_4,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_5_1,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_5_3,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_5_5,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_6_0,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_6_2,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_6_4,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_6_6,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_7_1,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_7_3,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_7_5,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_7_7,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_8_0,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_8_2,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_8_4,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_8_6,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_8_8,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_9_1,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_9_3,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_9_5,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_9_7,RadialDistribution_ZernikeMagnitude__96h_brachyury_original_9_9,RadialDistribution_ZernikePhase__96h_brachyury_original_0_0,RadialDistribution_ZernikePhase__96h_brachyury_original_1_1,RadialDistribution_ZernikePhase__96h_brachyury_original_2_0,RadialDistribution_ZernikePhase__96h_brachyury_original_2_2,RadialDistribution_ZernikePhase__96h_brachyury_original_3_1,RadialDistribution_ZernikePhase__96h_brachyury_original_3_3,RadialDistribution_ZernikePhase__96h_brachyury_original_4_0,RadialDistribution_ZernikePhase__96h_brachyury_original_4_2,RadialDistribution_ZernikePhase__96h_brachyury_original_4_4,RadialDistribution_ZernikePhase__96h_brachyury_original_5_1,RadialDistribution_ZernikePhase__96h_brachyury_original_5_3,RadialDistribution_ZernikePhase__96h_brachyury_original_5_5,RadialDistribution_ZernikePhase__96h_brachyury_original_6_0,RadialDistribution_ZernikePhase__96h_brachyury_original_6_2,RadialDistribution_ZernikePhase__96h_brachyury_original_6_4,RadialDistribution_ZernikePhase__96h_brachyury_original_6_6,RadialDistribution_ZernikePhase__96h_brachyury_original_7_1,RadialDistribution_ZernikePhase__96h_brachyury_original_7_3,RadialDistribution_ZernikePhase__96h_brachyury_original_7_5,RadialDistribution_ZernikePhase__96h_brachyury_original_7_7,RadialDistribution_ZernikePhase__96h_brachyury_original_8_0,RadialDistribution_ZernikePhase__96h_brachyury_original_8_2,RadialDistribution_ZernikePhase__96h_brachyury_original_8_4,RadialDistribution_ZernikePhase__96h_brachyury_original_8_6,RadialDistribution_ZernikePhase__96h_brachyury_original_8_8,RadialDistribution_ZernikePhase__96h_brachyury_original_9_1,RadialDistribution_ZernikePhase__96h_brachyury_original_9_3,RadialDistribution_ZernikePhase__96h_brachyury_original_9_5,RadialDistribution_ZernikePhase__96h_brachyury_original_9_7,RadialDistribution_ZernikePhase__96h_brachyury_original_9_9
RR,4,A10,1.7380954245075007,-0.8187351538820087,0.139480275623411,-1.0632061707386191,-0.5889559677847351,-0.0832898175425115,2.028213645486277,-0.5984295961829398,-0.8831214674036866,0.2398196500030994,-1.3201610023392352,0.5825711249007077,-1.0519173901566794,-1.1586395082034104,-0.1162869893222706,1.2425152542616655,2.22573493759285,-0.12956698937392455,-0.6804570696436698,1.0775446082951639,0.2867357362038325,-0.8177924584821112,0.0061652314669341565,0.8440600202958256,0.2955423839465991,1.0175509288830553,1.7131875115427442,-0.501960581578863,-0.029309166695705328,1.8523133945978367,,1.0097290004106454,,0.6912219161495817,0.7047100969102286,-1.6665865376848037,-0.954157569097823,-0.6405134721733061,-0.3239349215931495,-0.5465561207315586,0.846493842150486,0.12475888337000038,-1.2561784245218648,-0.7375936070616401,0.3187827992392555,-0.9667126853831796,-0.6379144140371622,0.25985047717155146,-1.4029197637649293,-0.31867447053299885,-0.7034142923389223,-1.2712541114768898,-1.4619075625304305,-0.35486987008568155,0.25402784962965036,-0.8842610591679102,0.12977358350733567,-0.31511082103934,1.8011167691847212,-0.09258561770687544
RR,4,A11,1.0583855694806534,0.30434549914942366,0.9134221824674554,-0.42600590281089445,-0.2578519507105497,-1.4082799160322148,-0.07435754435775939,-1.0267670777072677,-0.8238778758853992,1.3797779005360526,-1.151081698109122,-0.18644303618994493,-0.6060615498299753,0.7594031465260092,0.6512566372210408,-0.8887399491814366,0.9840176280992349,-1.6117507805304774,-0.4007832447707662,-0.19640518085611103,-0.8508605150439777,-0.7537311842404232,-0.5372931903465076,-1.3598065251562155,0.07083774430765044,-0.4481235463836198,0.5104511706500483,1.1170661141022458,0.17393292368629235,0.7185716703127653,,-0.2439885889740257,,-0.4553617912498874,-1.3926512455248403,-1.4461020029861826,-0.954157569097823,-0.7983773850996562,1.436150566321879,1.3204621807664667,1.5676574237931336,-0.5966155743339872,0.7877729102933728,1.3072032792146386,-1.533010459981728,1.371298363154864,1.5570398277484927,-0.9829870910930555,0.03888449805108825,1.5884567747517542,-0.7034142923389223,1.2125334343070455,0.443296908555863,1.3267250273178757,0.6745802146206604,-0.24920213060049243,0.4003417585348924,1.1591509454754945,1.8096154045932504,-0.16169926870177856
RR,4,A12,0.8388285689195315,0.9828739987038834,1.8035476522554117,2.229314158502648,0.5895646856204948,0.8872936062432947,0.5437577387847105,1.8620090757112413,1.649899574995376,-0.037935619787652176,-0.002951737947370511,-0.03070579168125222,1.7930819033842305,1.666308516385903,-0.891783212030311,0.44034635205049355,-0.7671731409228137,1.658504414335213,-0.10061138442364428,-0.7989089214302506,1.5558912234297415,1.7947321643987624,1.3024213379424772,3.105116346474218,-0.960458301311332,-0.1037599184922232,-0.7308529224314388,1.3084199782683301,1.5470920300388313,-0.7066259292393519,,-2.046513564041089,,-0.9088405244382386,0.09721969285179202,-0.08902003854059796,1.0371277924976336,0.8064874168703972,0.9928372394604668,0.40716465362154197,0.9818432147960118,1.614039071026059,0.7877729102933728,1.2309318685134656,0.8427669956839837,-0.5220882333289225,-1.3075295465366017,-1.476786520551558,-1.6013284124021592,-0.3996675797449123,-0.7034142923389223,-0.42678819901866427,-0.7730237994501105,-0.35147544171596795,0.7000790445106704,-1.232069017054286,-0.7992107408439209,-0.6780414216177518,0.27750149897257226,0.84896212583854
RR,4,A1,1.5897366236441064,-0.5277351745779256,1.258752241123533,-1.4741631438670695,-1.2638750229010507,-1.1844815281321375,-1.0691492432466252,-0.886231346583237,0.34891054482776923,-1.3233279850221276,-0.827450076601738,3.1821706376085928,1.1449495268371543,-1.6597962237667823,-0.7347000584512168,0.7904355947342203,-0.5409451904433216,-1.092437605081256,-0.9610170081064262,-0.428619310990686,-1.2396636565304047,-0.2653764463768772,-0.6629319060118318,0.8558967256365282,0.33802559038992,-0.9636697333211853,-0.6569576232270373,1.345891387284609,0.9367228219644105,0.23173921566504832,,0.4572271846840131,,0.632435172162616,-1.0826411987420759,1.328605052496579,-0.954157569097823,0.2988362771233764,0.9572563594882815,-1.0731850992935799,-1.5881296273707541,1.1501817464828081,-1.2561784245218648,1.0437891060295115,-0.3917612330319153,0.7998013249536647,-1.307267101269984,0.7763272227048473,0.5389094890827334,0.24992223188946291,1.4068285846778443,-1.0266867322752309,-1.4602572513462715,0.09164841413704615,-0.5562733474436754,0.6926911643237985,-0.8494547526053889,-0.7907933914295929,1.5339873721021273,-1.3063622386386327
RR,4,A2,-0.5330321887526803,0.6549241910918816,0.8563145416205814,1.7471710301112675,1.8833372986400463,0.942303585403926,2.299196712838674,2.891185208288037,2.1234803584957938,0.5156935683071286,1.6887948895658385,0.789772025087558,-0.15276881346148632,-1.5716805283684916,2.5959666333739673,2.0487499520718084,0.5579311632289768,0.07557386447280567,0.9461684961016831,0.2159593779381861,0.23706528071470517,-0.19745413337315681,1.1700065992114923,-1.1924359454377418,1.5555969452457559,1.4502072590799704,1.4622528221464879,0.4043001532598289,0.15463997818851488,0.0025470338626969744,,-1.4420812048889948,,-0.20419183112276407,0.7464084199347136,1.1462180483867903,1.0371277924976336,1.4870525635145455,-1.097259118804829,-0.6369032115305687,-0.5375932826575439,0.01136583467206077,-1.2561784245218648,-0.49465509895311943,0.2985158227867651,1.461260509360679,-0.5167548097125,-0.22853698966958147,1.5235510386791733,-0.9657404656341482,-0.7034142923389223,0.18545205949022622,0.7112223690039616,-1.1098674862543574,0.7309328748233141,1.457999355778957,1.7194150855275776,-1.104550249146144,-0.06633387217894311,1.6441316921246925
RR,4,A3,0.7031190177389168,-0.07667905548198051,0.6279165870622658,0.06370065916230742,-0.1328535784695085,0.0784944390051647,-0.2853545294767529,-0.5685679252140593,0.02962834535565873,-0.0688158682874514,-0.8562939789678932,0.21998233803491066,-0.23372074490176936,0.4553984592290031,-0.6444238516117922,-0.40802704267455736,0.13407272415652158,0.3134066373031302,0.170711472493861,0.9527258243585202,0.2526743988875914,1.7505633605977051,-0.9301069970512564,-0.7176047750833332,-0.27126949104129333,-0.30545903178387257,1.4239707443557383,-0.5639711996299982,0.7179456755587361,2.143956327989399,,0.9227090133671155,,0.9130754830859221,-0.8400421982132265,1.1630606405550847,-0.954157569097823,-0.06295598461176327,0.964489751543621,-0.09273307237462274,0.894593305600747,0.731180351350869,0.7877729102933728,-1.2210426685683209,0.04778784536528321,1.107557407553996,0.10074699774709653,-0.7400278058485167,1.0148948349855356,0.48330110967086254,1.4068285846778443,-0.7543686485290331,-0.15537893088198076,1.2371849706680733,0.8649290444146825,1.1966746179652055,-0.32815621009831003,-1.3294054289049042,1.0267479621088078,0.49118163648131397
RR,4,A4,0.6337886402412832,0.2049187548644537,0.21725074611409861,-0.9377052549280074,-0.8539594810167799,1.4603781250344892,-0.11845802066709413,0.3398497124360554,-0.21977630825835207,1.1063540503854865,-1.123329689694943,-0.9612408967026841,-0.8855284937367539,-1.0376317047642867,0.9220405147387055,-0.7373824688018016,-1.3865943785275097,0.9360704160039649,-0.8740364705006829,-0.7710563862201286,-0.7893084082603586,0.32909789414290297,-0.8699967748304148,-0.5664153038005904,-0.6231484883304126,-0.8989848510909653,-0.6718137926974811,-1.3489822488328402,0.6828584051450649,0.2171986417515511,,0.6597507637514511,,0.16000058777689358,-0.9713716894298053,0.08123587370824248,-0.954157569097823,-1.5749271338060866,-0.22052460877651944,-0.7462755517317146,1.2028477017693229,-0.14313722523129507,-1.2561784245218648,-0.43813402875240154,0.5009227671410295,-0.9379473046369898,-1.4982991837220854,-1.4802172814389951,0.9973222279020685,0.2594705919255162,1.4068285846778443,0.27553801491987334,-0.7937525592257102,-0.6380988095870883,-0.40794535800891896,-0.8860199785181427,-1.4640274598981216,-1.3331621088932004,-0.637454016125771,1.41795046562607
RR,4,A5,0.09762061849901413,2.024026644231048,0.20289388100936334,1.234005349075219,1.5700982787668516,-0.5468931593719373,-0.8015941374317205,0.3698806293036544,-0.04012268241985686,-0.6693869479366538,1.100218208187807,-0.9666219341948982,-0.4913341214973766,1.4513942620911906,1.885545088049469,-0.433882341490417,-0.5681802505778534,0.11197069476000497,2.5762595350449193,-0.7341427084478588,0.08183178911818742,0.2268536871450512,-1.1173908769425323,1.4123251711408955,0.252748005453508,-0.6206431454830268,2.348246949827553,1.3996784255128372,-0.39922067141397016,-0.9445149141929424,,0.6821687209716043,,0.7714560788489838,-0.8313668778918499,0.7177925210460392,1.0371277924976336,-0.6977021215764702,0.6792660759732193,-0.8528526080257046,0.16618077578695153,-0.8770695793482479,0.7877729102933728,-1.0823224382186838,0.11958694158583107,0.42800003967465067,-0.3851083018605152,-1.7192486282728603,0.3900620422310729,-0.5607869017278421,-0.7034142923389223,1.2135497659395358,-1.1847863853912985,0.7930458854656921,0.42928459997045587,0.520935048870591,-1.5264229810325247,0.6093720637370496,0.5319843951727425,-0.37595336847913313
RR,4,A6,0.7048970154139245,-1.0823568016960046,0.5961644824606314,0.9771886263612302,-1.6651485210958186,0.18441518822453998,-0.5936521843355694,0.09274963007295875,0.2399571037790453,-0.44458634718243983,1.0280560178088143,1.3583205868894181,-0.5250244084336864,0.6337935568084487,-1.2808716659763435,-0.594137107547953,0.5191877265638929,0.3677012883274909,-0.29696167817114216,1.429315724453142,-0.4293457163462501,-0.06450745800475566,0.006667145514119071,1.4814388034285453,-0.13396772721992423,-0.5866608035819637,-0.25762896014187964,1.3456229130909203,1.310102236285702,0.8375513817441818,,0.9013705305787593,,1.5570192651336,-1.4015293126333737,-0.3144879234545583,-0.954157569097823,-0.09793898988992172,-1.2833910380556028,-1.0398994514876667,1.332520873266432,0.42097828994527686,0.7877729102933728,-0.47105517290767224,-1.222748836731054,-1.1978176426502936,-0.5067282374339047,1.4966302501256095,1.6360701280043008,1.3720169880241717,1.4068285846778443,-0.4970173667815401,0.540842579350305,-0.03617568552764528,-0.9620490235568856,0.48316646313912454,-0.2584156373678358,-0.8353420692282831,1.4690174919520955,-1.3399995996495802
RR,4,A7,-0.5245117273279144,-0.24031623440008335,-0.4009870374143342,0.5166269825340054,0.2126194742818416,0.19354969472465014,-0.9622365499667923,-0.2630361429199086,0.12541189236079764,-0.5685112341128791,0.7567497803141064,-0.0038381156342214805,-1.0883405530483679,0.0205478773256594,-0.9522594570226872,-0.7657586823262817,0.0838979463628612,0.5824502809453072,-1.3530650900589183,-0.30497370062292845,0.825144839675985,-0.5857013168178755,-0.025676651151827188,-0.022977203347094695,-1.487951808836662,-0.5612917405837475,-0.989532882266332,-0.28093328666470097,-0.3383987046074983,-1.3063181471797842,,-1.4059020997774925,,-0.10407247302792376,0.6379085743839111,1.195147534655841,1.0371277924976336,1.603167221512386,-0.931486699787616,1.407551189877717,-0.8229661018459435,0.4735726066933636,-1.2561784245218648,1.5917631258813492,-0.5996308654424435,1.6103767382528869,-0.8435182773907633,0.04934775399996307,0.7502714788029218,-0.14701532429831385,1.4068285846778443,-1.5810642171489278,1.5856220822647973,1.577891733343473,0.5792986334724001,-0.5219170549269767,-0.6704015869610076,-1.1191098573495257,-0.6128650242351076,-1.272107715413873
