Run,Plate,ID,first_axis_polarisation,second_axis_polarisation
RR,1,A1,0.03471204322272139,0.004817408449488981
RR,1,A2,0.03315188221095765,0.0004238707344136619
RR,1,A3,0.010328078889132956,0.004771366915283243
RR,1,A4,0.012552956033070047,0.014942915495992673
RR,1,A5,0.01752390047255113,0.0010708369527882777
RR,1,A6,0.010877230460031567,0.0008492201349922765
RR,1,A7,0.010458716158678832,0.015281541085959189
RR,1,A8,0.027695594788026925,0.006599563692772433
RR,1,A9,0.015374199298387336,0.002093566406907063
RR,1,A10,0.004606488376040582,0.018520582936475936
RR,1,A11,0.003082071008904499,0.0005740941409432784
RR,1,A12,0.006222842016461616,0.030372946825540325
RR,1,B1,0.006258698672804391,0.0037838732557615756
RR,1,B2,0.010748433438022406,0.0014621486130764474
RR,1,B3,0.019207999088596495,0.0006933086067127192
RR,1,B4,0.00722542277800432,0.011038258958103517
RR,1,B5,0.0029453476833171113,0.04184945507511207
RR,1,B6,,
RR,1,B7,0.008575056610078013,0.016938089530138044
RR,1,B8,0.002209565800134918,0.005141693569145108
RR,1,B9,0.029237778461354565,0.005823757574075845
RR,1,B10,0.0050173983269285165,0.007517354032953489
RR,1,B11,0.0019119762908206708,0.008637851991907853
RR,1,B12,0.023801840690042715,0.012437063361063903
RR,1,C1,0.005350755300205449,0.008587725398137692
RR,1,C2,0.03816704955591433,0.02268255779032604
RR,1,C3,0.022090490661859356,0.004987704653699814
RR,1,C4,0.019778144854355494,0.011553969247768237
RR,1,C5,0.01052965148887865,0.0006318005054416176
RR,1,C6,0.0021074940453983024,0.008225774762456943
RR,1,C7,0.03904821145431508,0.0068294402149982536
RR,1,C8,0.01903851765187353,0.003251531102475904
RR,1,C9,0.007061185142438724,0.001422298044444065
RR,1,C10,0.00045229208580817195,0.013580441415931545
RR,1,C11,0.0072784988171630755,0.0025059745371723216
RR,1,C12,0.0009511234236549068,0.0031505266736678657
RR,1,D1,0.023376925166158025,0.014910844130558973
RR,1,D2,0.011092324473425143,0.01092550991824626
RR,1,D3,0.004326386521912812,0.003560543789048654
RR,1,D4,0.01247533033890729,0.006137575970857544
RR,1,D5,0.006085492751177641,0.0065385748961657416
RR,1,D6,0.021716447805176828,0.04657648845937755
RR,1,D7,0.006998983368135079,0.0007810284901162957
RR,1,D8,0.00304246231233355,0.003800117955593937
RR,1,D9,0.029677530545065035,0.012448026429147994
RR,1,D10,0.030184833738941142,0.0015579312051946024
RR,1,D11,0.013667574612715288,0.003848071364890898
RR,1,D12,0.00289394456316401,0.003733225797204134
RR,1,E1,0.004188158387960697,0.008425779900375224
RR,1,E2,0.01995527730341285,0.014023294302715494
RR,1,E3,0.028763932240966676,0.01801133638635179
RR,1,E4,0.0034802366852955,0.010858006598153015
RR,1,E5,0.006321244294105145,0.0036531492379209525
RR,1,E6,0.006908477180710312,0.011544811789635638
RR,1,E7,0.0026307023216742397,0.006914027978670343
RR,1,E8,0.005458561654606807,0.008570027201142645
RR,1,E9,0.040294018939499146,0.009056792565813442
RR,1,E10,0.009901058420102046,0.00287920745593854
RR,1,E11,1.1685055823131205e-05,0.0006839607120209277
RR,1,E12,0.010542201437060104,0.0004760006312574095
RR,1,F1,0.00946680007521767,0.002418756469107508
RR,1,F2,0.010946781273247287,0.01662680422726396
RR,1,F3,0.02603587051968277,0.008630126483961931
RR,1,F4,0.004106752851550093,0.01688651525211047
RR,1,F5,0.009248017775749592,0.003904234788928617
RR,1,F6,0.008329146900340794,0.002980355782493337
RR,1,F7,0.003305386729434913,0.004834332911366402
RR,1,F8,0.010914281782074521,5.718640654293181e-05
RR,1,F9,0.014313326214358713,0.017158074086830656
RR,1,F10,0.004739617392879516,0.0006600890207050886
RR,1,F11,0.006982948095075869,0.0004628472308254754
RR,1,F12,0.006201665045458507,0.012860535078321113
RR,1,G1,0.020948281950134456,0.003493762586074922
RR,1,G2,0.005173762873881107,0.002019897860550211
RR,1,G3,0.03516049005633441,0.007068648165961113
RR,1,G4,0.014662997420957672,0.017225186417259477
RR,1,G5,0.013398297664369273,0.014734794073025964
RR,1,G6,0.01074762007174277,0.008140849259257352
RR,1,G7,0.0019064544693102152,0.006587999657735958
RR,1,G8,0.0007563616075603974,0.007567098094802374
RR,1,G9,0.017089820707171976,0.020481541940286754
RR,1,G10,0.022889124753956238,0.001577288245235924
RR,1,G11,0.021028543153140306,0.018205394578913844
RR,1,G12,0.0017992183391691726,0.011016046167534385
RR,1,H1,0.008891092064876033,0.0073244107151345696
RR,1,H2,0.028010609273705803,6.0436396500830265e-05
RR,1,H3,0.02198505738690075,0.0015135710425158721
RR,1,H4,0.022169972570133773,0.010849082873370516
RR,1,H5,5.58971927287779e-05,0.008643251760322102
RR,1,H6,0.00609352194697192,0.016955823188460714
RR,1,H7,0.026798626491652103,0.01889433828797718
RR,1,H8,0.027244739204581144,0.00242035332965835
RR,1,H9,0.023233127344360453,0.003960823411096702
RR,1,H10,0.003202061009505224,0.00560121308881739
RR,1,H11,0.0038029918833058355,0.0018778654715341195
RR,1,H12,0.013531497941019488,0.0063842473572766414
RR,3,A1,0.006239082113094173,0.008861269694737085
RR,3,A2,0.03847151423967927,0.006233545681965727
RR,3,A3,0.018509951763321715,0.019452097817778055
RR,3,A4,0.004589952825410616,0.007321405335729229
RR,3,A5,0.0028774181100041166,0.005168778062544153
RR,3,A6,0.0007506270953002945,0.00475785645868557
RR,3,A7,0.0013923488067013685,0.0071981067152299665
